ID,Nama Pelanggan,Tanggal Pembelian,Jumlah Pembelian
6127,Anthony Sampson,26/01/2022,681
6128,Andrea Brown,29/09/2022,301
6129,Gregory Williams,01/12/2022,853
6130,Sarah Rodriguez,28/12/2022,482
6131,Jessica Johnson,15/02/2022,400
6132,Sarah Jones,17/01/2022,29
6133,Anthony Jones,03/01/2022,656
6134,Susan Simpson,10/12/2022,256
6135,Colleen Brown,08/09/2022,730
6136,Colleen Brown,28/12/2022,985
6137,Jordan Allen,16/11/2022,975
6138,Andrea Smith,26/07/2022,712
6139,Colleen Allen,17/09/2022,927
6140,Gregory Allen,27/01/2022,372
6141,Colleen Simpson,30/12/2022,399
6142,Sarah Rodriguez,02/06/2022,418
6143,Susan Williams,01/08/2022,506
6144,Jordan Jones,12/08/2022,606
6145,Andrea Jones,13/12/2022,485
6146,Colleen Johnson,15/01/2022,99
6147,Michael Williams,02/12/2022,84
6148,Colleen Brown,24/11/2022,869
6149,Jordan Smith,29/01/2022,587
6150,Gregory Rodriguez,03/04/2022,27
6151,Anthony Rodriguez,12/10/2022,65
6152,Andrea Allen,08/01/2022,82
6153,Daniel Bishop,25/04/2022,712
6154,Jordan Bishop,16/04/2022,597
6155,Andrea Bishop,02/04/2022,130
6156,Jessica Johnson,27/04/2022,516
6157,Daniel Allen,18/07/2022,261
6158,Susan Williams,03/07/2022,219
6159,Daniel Sampson,25/11/2022,362
6160,Susan Rodriguez,09/10/2022,324
6161,Daniel Smith,10/11/2022,274
6162,Susan Bishop,06/07/2022,551
6163,Sarah Johnson,26/04/2022,971
6164,Jordan Johnson,16/05/2022,242
6165,Andrea Brown,13/03/2022,413
6166,Jordan Allen,17/03/2022,73
6167,Daniel Bishop,22/01/2022,947
6168,Michael Jones,19/12/2022,983
6169,Gregory Johnson,21/04/2022,492
6170,Anthony Jones,10/07/2022,71
6171,Daniel Allen,11/09/2022,957
6172,Jessica Jones,19/06/2022,330
6173,Colleen Smith,02/03/2022,565
6174,Sarah Williams,26/11/2022,942
6175,Susan Johnson,12/06/2022,573
6176,Jessica Williams,08/11/2022,864
6177,Daniel Johnson,25/10/2022,295
6178,Andrea Simpson,04/03/2022,909
6179,Daniel Allen,17/09/2022,11
6180,Jessica Jones,23/11/2022,552
6181,Jessica Bishop,22/02/2022,434
6182,Susan Johnson,09/06/2022,682
6183,Michael Johnson,28/05/2022,202
6184,Jordan Simpson,18/06/2022,810
6185,Sarah Williams,29/01/2022,340
6186,Jessica Johnson,06/06/2022,101
6187,Anthony Simpson,18/01/2022,653
6188,Sarah Smith,07/01/2022,94
6189,Daniel Brown,10/02/2022,777
6190,Susan Smith,06/03/2022,323
6191,Susan Simpson,10/10/2022,29
6192,Gregory Smith,09/11/2022,364
6193,Sarah Smith,30/06/2022,679
6194,Jessica Brown,16/07/2022,5
6195,Colleen Williams,11/11/2022,785
6196,Colleen Jones,11/04/2022,713
6197,Michael Bishop,07/01/2022,590
6198,Jessica Allen,16/07/2022,429
6199,Sarah Williams,22/08/2022,981
6200,Andrea Simpson,18/12/2022,102
6201,Gregory Jones,26/09/2022,492
6202,Sarah Williams,20/12/2022,563
6203,Susan Johnson,14/04/2022,243
6204,Jordan Sampson,23/08/2022,758
6205,Susan Jones,11/09/2022,514
6206,Gregory Brown,03/01/2022,588
6207,Jordan Smith,05/08/2022,895
6208,Colleen Rodriguez,23/06/2022,656
6209,Jessica Smith,23/04/2022,694
6210,Susan Williams,28/08/2022,32
6211,Andrea Brown,28/01/2022,215
6212,Daniel Simpson,06/12/2022,905
6213,Jessica Williams,26/05/2022,752
6214,Jordan Rodriguez,10/08/2022,686
6215,Anthony Brown,01/07/2022,13
6216,Michael Williams,23/05/2022,877
6217,Gregory Rodriguez,07/07/2022,9
6218,Michael Brown,27/12/2022,812
6219,Daniel Bishop,24/10/2022,260
6220,Colleen Rodriguez,30/07/2022,757
6221,Jordan Smith,01/11/2022,772
6222,Susan Smith,05/07/2022,600
6223,Daniel Jones,10/04/2022,904
6224,Michael Bishop,14/08/2022,220
6225,Sarah Bishop,10/12/2022,896
6226,Colleen Rodriguez,09/04/2022,243
6227,Colleen Rodriguez,24/09/2022,368
6228,Andrea Williams,06/08/2022,886
6229,Gregory Brown,21/03/2022,235
6230,Michael Rodriguez,27/04/2022,802
6231,Michael Williams,15/05/2022,199
6232,Michael Jones,30/01/2022,70
6233,Anthony Jones,11/07/2022,606
6234,Gregory Jones,30/09/2022,846
6235,Michael Bishop,12/05/2022,385
6236,Anthony Smith,24/04/2022,232
6237,Jessica Simpson,30/05/2022,259
6238,Jessica Rodriguez,15/01/2022,613
6239,Anthony Simpson,28/07/2022,126
6240,Michael Sampson,16/05/2022,449
6241,Jordan Bishop,06/02/2022,838
6242,Anthony Jones,26/09/2022,302
6243,Jessica Johnson,07/09/2022,653
6244,Anthony Johnson,04/02/2022,974
6245,Susan Smith,06/04/2022,725
6246,Jessica Rodriguez,19/08/2022,597
6247,Gregory Simpson,27/05/2022,337
6248,Andrea Sampson,06/09/2022,36
6249,Jessica Rodriguez,21/10/2022,755
6250,Jessica Simpson,04/07/2022,937
6251,Sarah Smith,21/12/2022,546
6252,Jessica Bishop,14/10/2022,576
6253,Susan Williams,24/09/2022,607
6254,Gregory Sampson,26/12/2022,474
6255,Michael Brown,21/05/2022,112
6256,Susan Jones,26/08/2022,374
6257,Michael Brown,28/01/2022,357
6258,Daniel Smith,17/07/2022,811
6259,Susan Bishop,02/07/2022,203
6260,Sarah Rodriguez,18/06/2022,274
6261,Susan Smith,20/10/2022,532
6262,Michael Johnson,18/06/2022,861
6263,Susan Jones,07/10/2022,728
6264,Anthony Simpson,28/12/2022,222
6265,Andrea Simpson,09/09/2022,588
6266,Gregory Allen,16/05/2022,415
6267,Anthony Smith,10/02/2022,44
6268,Colleen Simpson,27/07/2022,669
6269,Colleen Brown,05/07/2022,155
6270,Daniel Jones,30/05/2022,653
6271,Michael Jones,16/05/2022,462
6272,Sarah Rodriguez,30/10/2022,93
6273,Daniel Simpson,22/02/2022,128
6274,Andrea Smith,14/10/2022,379
6275,Jessica Jones,20/01/2022,267
6276,Andrea Williams,24/05/2022,22
6277,Colleen Bishop,20/11/2022,149
6278,Colleen Johnson,07/05/2022,706
6279,Andrea Brown,27/02/2022,150
6280,Sarah Bishop,03/02/2022,714
6281,Gregory Rodriguez,05/10/2022,385
6282,Sarah Allen,07/10/2022,23
6283,Susan Jones,15/02/2022,206
6284,Jordan Allen,28/04/2022,477
6285,Gregory Sampson,02/01/2022,761
6286,Andrea Brown,18/03/2022,8
6287,Daniel Allen,21/12/2022,701
6288,Anthony Simpson,03/12/2022,863
6289,Andrea Allen,22/03/2022,952
6290,Gregory Sampson,24/02/2022,84
6291,Jordan Allen,19/11/2022,760
6292,Gregory Jones,14/09/2022,520
6293,Daniel Sampson,28/11/2022,844
6294,Andrea Sampson,14/09/2022,396
6295,Daniel Johnson,14/12/2022,645
6296,Andrea Rodriguez,14/04/2022,714
6297,Daniel Brown,06/12/2022,143
6298,Daniel Simpson,06/05/2022,824
6299,Daniel Rodriguez,29/03/2022,926
6300,Michael Bishop,23/01/2022,558
6301,Michael Sampson,21/02/2022,70
6302,Colleen Brown,13/09/2022,80
6303,Sarah Simpson,20/01/2022,963
6304,Jessica Brown,21/12/2022,560
6305,Colleen Williams,29/03/2022,83
6306,Susan Smith,04/08/2022,943
6307,Daniel Jones,11/10/2022,242
6308,Jessica Jones,21/08/2022,488
6309,Jessica Rodriguez,18/03/2022,149
6310,Andrea Jones,14/10/2022,688
6311,Colleen Bishop,28/10/2022,584
6312,Sarah Sampson,10/07/2022,274
6313,Daniel Sampson,10/01/2022,611
6314,Andrea Allen,25/06/2022,364
6315,Susan Williams,17/07/2022,423
6316,Andrea Jones,31/10/2022,710
6317,Jessica Smith,06/04/2022,578
6318,Gregory Simpson,29/04/2022,927
6319,Sarah Simpson,08/04/2022,916
6320,Anthony Williams,31/12/2022,163
6321,Anthony Brown,10/07/2022,251
6322,Gregory Smith,01/12/2022,512
6323,Jessica Johnson,10/11/2022,703
6324,Jordan Rodriguez,04/10/2022,60
6325,Gregory Bishop,31/12/2022,936
6326,Michael Williams,27/08/2022,371
6327,Michael Bishop,14/12/2022,574
6328,Daniel Jones,09/04/2022,992
6329,Gregory Johnson,07/04/2022,151
6330,Anthony Smith,01/05/2022,805
6331,Daniel Rodriguez,30/07/2022,394
6332,Susan Johnson,23/11/2022,660
6333,Sarah Jones,28/10/2022,502
6334,Sarah Jones,05/05/2022,450
6335,Andrea Johnson,01/05/2022,650
6336,Susan Brown,27/03/2022,333
6337,Daniel Allen,15/04/2022,394
6338,Jessica Bishop,18/07/2022,145
6339,Anthony Simpson,08/06/2022,833
6340,Gregory Smith,27/01/2022,994
6341,Andrea Allen,23/07/2022,780
6342,Jordan Sampson,30/10/2022,557
6343,Susan Rodriguez,11/03/2022,547
6344,Susan Brown,31/08/2022,577
6345,Jordan Jones,20/01/2022,269
6346,Jordan Simpson,23/01/2022,524
6347,Colleen Simpson,12/12/2022,702
6348,Andrea Bishop,11/06/2022,8
6349,Michael Allen,17/02/2022,116
6350,Gregory Williams,17/11/2022,53
6351,Jessica Brown,02/04/2022,836
6352,Gregory Smith,28/07/2022,879
6353,Colleen Johnson,13/07/2022,155
6354,Andrea Brown,18/05/2022,55
6355,Gregory Allen,03/05/2022,96
6356,Andrea Sampson,30/09/2022,505
6357,Sarah Rodriguez,14/02/2022,225
6358,Jordan Bishop,03/12/2022,938
6359,Colleen Simpson,07/02/2022,522
6360,Sarah Simpson,20/03/2022,969
6361,Sarah Allen,27/06/2022,148
6362,Jordan Brown,12/02/2022,198
6363,Colleen Sampson,07/01/2022,617
6364,Michael Simpson,13/08/2022,227
6365,Gregory Jones,03/08/2022,737
6366,Gregory Rodriguez,14/10/2022,274
6367,Jessica Brown,21/09/2022,463
6368,Anthony Smith,20/09/2022,432
6369,Daniel Allen,22/03/2022,805
6370,Jessica Johnson,22/11/2022,751
6371,Colleen Simpson,05/04/2022,873
6372,Susan Smith,09/01/2022,271
6373,Sarah Williams,21/12/2022,485
6374,Colleen Simpson,03/04/2022,89
6375,Michael Smith,09/10/2022,838
6376,Susan Brown,21/11/2022,164
6377,Anthony Simpson,20/04/2022,566
6378,Susan Williams,16/03/2022,517
6379,Daniel Rodriguez,16/08/2022,745
6380,Daniel Allen,01/08/2022,151
6381,Gregory Williams,10/07/2022,56
6382,Andrea Johnson,04/07/2022,962
6383,Colleen Rodriguez,02/04/2022,942
6384,Colleen Williams,11/11/2022,988
6385,Michael Sampson,10/12/2022,294
6386,Michael Brown,08/12/2022,204
6387,Colleen Rodriguez,10/10/2022,906
6388,Sarah Simpson,23/06/2022,493
6389,Colleen Simpson,10/11/2022,152
6390,Colleen Simpson,23/10/2022,490
6391,Sarah Simpson,16/09/2022,138
6392,Daniel Sampson,22/04/2022,705
6393,Jordan Bishop,19/09/2022,73
6394,Colleen Bishop,08/04/2022,187
6395,Gregory Williams,13/08/2022,424
6396,Daniel Brown,16/07/2022,816
6397,Andrea Brown,04/05/2022,74
6398,Jessica Sampson,30/01/2022,80
6399,Susan Allen,01/09/2022,498
6400,Jordan Simpson,23/09/2022,636
6401,Jordan Williams,29/11/2022,771
6402,Sarah Bishop,28/09/2022,620
6403,Colleen Brown,04/08/2022,277
6404,Jordan Simpson,24/07/2022,90
6405,Jessica Johnson,02/07/2022,400
6406,Colleen Bishop,28/09/2022,361
6407,Colleen Johnson,10/02/2022,297
6408,Gregory Simpson,19/09/2022,942
6409,Andrea Rodriguez,17/08/2022,899
6410,Jessica Bishop,13/10/2022,658
6411,Anthony Johnson,21/04/2022,896
6412,Andrea Allen,30/04/2022,56
6413,Anthony Bishop,04/08/2022,41
6414,Anthony Rodriguez,13/04/2022,449
6415,Jessica Smith,04/04/2022,461
6416,Sarah Allen,08/05/2022,566
6417,Susan Smith,16/11/2022,69
6418,Jessica Smith,27/01/2022,959
6419,Andrea Bishop,02/10/2022,812
6420,Jessica Sampson,02/09/2022,751
6421,Sarah Brown,06/03/2022,125
6422,Susan Allen,01/05/2022,66
6423,Jordan Rodriguez,05/04/2022,807
6424,Sarah Simpson,25/10/2022,29
6425,Jordan Simpson,11/05/2022,702
6426,Andrea Jones,31/03/2022,398
6427,Anthony Sampson,29/04/2022,393
6428,Sarah Simpson,23/10/2022,560
6429,Andrea Simpson,20/01/2022,249
6430,Daniel Simpson,04/06/2022,363
6431,Anthony Sampson,31/10/2022,444
6432,Daniel Williams,18/05/2022,851
6433,Andrea Rodriguez,05/10/2022,905
6434,Anthony Brown,14/03/2022,608
6435,Michael Simpson,08/07/2022,251
6436,Gregory Bishop,25/04/2022,779
6437,Jessica Simpson,20/07/2022,117
6438,Jessica Jones,12/04/2022,235
6439,Susan Simpson,07/03/2022,808
6440,Susan Johnson,31/08/2022,820
6441,Susan Smith,12/05/2022,915
6442,Jordan Johnson,26/05/2022,532
6443,Michael Brown,11/10/2022,746
6444,Daniel Johnson,21/08/2022,887
6445,Susan Williams,25/03/2022,589
6446,Jordan Jones,26/04/2022,649
6447,Jessica Smith,13/08/2022,610
6448,Daniel Simpson,07/08/2022,854
6449,Daniel Brown,29/03/2022,993
6450,Daniel Rodriguez,25/08/2022,723
6451,Anthony Brown,08/06/2022,180
6452,Anthony Smith,15/06/2022,236
6453,Anthony Brown,30/05/2022,878
6454,Jordan Simpson,26/05/2022,645
6455,Michael Bishop,01/12/2022,681
6456,Jessica Jones,26/08/2022,54
6457,Jessica Jones,15/06/2022,601
6458,Daniel Bishop,28/12/2022,557
6459,Gregory Rodriguez,26/07/2022,828
6460,Sarah Jones,23/09/2022,187
6461,Gregory Allen,22/01/2022,885
6462,Colleen Jones,16/07/2022,827
6463,Colleen Allen,31/12/2022,467
6464,Anthony Jones,24/06/2022,775
6465,Jordan Sampson,26/06/2022,671
6466,Andrea Jones,24/04/2022,410
6467,Michael Sampson,06/07/2022,46
6468,Sarah Jones,03/08/2022,634
6469,Michael Johnson,30/08/2022,608
6470,Michael Smith,06/12/2022,498
6471,Jordan Brown,26/08/2022,52
6472,Colleen Rodriguez,09/02/2022,264
6473,Jordan Smith,23/05/2022,456
6474,Jessica Johnson,06/08/2022,202
6475,Andrea Rodriguez,19/09/2022,103
6476,Jordan Smith,05/09/2022,8
6477,Gregory Simpson,20/04/2022,735
6478,Susan Smith,07/08/2022,584
6479,Sarah Smith,04/08/2022,625
6480,Colleen Simpson,01/11/2022,902
6481,Jessica Smith,23/03/2022,455
6482,Jordan Rodriguez,22/02/2022,928
6483,Anthony Jones,14/01/2022,867
6484,Colleen Rodriguez,11/03/2022,444
6485,Andrea Jones,09/05/2022,734
6486,Sarah Simpson,23/06/2022,411
6487,Jordan Bishop,10/04/2022,937
6488,Sarah Brown,17/01/2022,312
6489,Sarah Williams,14/02/2022,148
6490,Daniel Sampson,05/01/2022,766
6491,Anthony Smith,09/03/2022,617
6492,Daniel Smith,22/05/2022,160
6493,Daniel Simpson,04/07/2022,113
6494,Michael Jones,18/03/2022,778
6495,Gregory Johnson,01/08/2022,820
6496,Jessica Rodriguez,20/06/2022,579
6497,Michael Bishop,25/02/2022,403
6498,Andrea Smith,04/12/2022,767
6499,Jessica Sampson,23/01/2022,802
6500,Gregory Bishop,13/02/2022,370
6501,Sarah Bishop,08/05/2022,226
6502,Susan Johnson,15/07/2022,196
6503,Anthony Bishop,13/11/2022,283
6504,Colleen Brown,07/12/2022,44
6505,Gregory Smith,29/03/2022,595
6506,Jordan Jones,03/11/2022,442
6507,Gregory Smith,23/02/2022,480
6508,Sarah Jones,18/05/2022,872
6509,Anthony Brown,30/04/2022,45
6510,Sarah Sampson,14/11/2022,996
6511,Jordan Brown,01/08/2022,560
6512,Susan Johnson,09/02/2022,491
6513,Jordan Simpson,28/05/2022,898
6514,Jessica Allen,17/10/2022,520
6515,Daniel Rodriguez,08/01/2022,403
6516,Jessica Smith,19/07/2022,299
6517,Jordan Simpson,14/02/2022,806
6518,Gregory Sampson,04/02/2022,756
6519,Jordan Rodriguez,04/08/2022,593
6520,Susan Allen,09/12/2022,959
6521,Andrea Rodriguez,02/03/2022,124
6522,Colleen Allen,08/02/2022,920
6523,Anthony Rodriguez,29/05/2022,808
6524,Anthony Johnson,27/09/2022,132
6525,Michael Sampson,16/08/2022,825
6526,Colleen Bishop,25/02/2022,309
6527,Daniel Simpson,01/07/2022,782
6528,Colleen Sampson,27/12/2022,503
6529,Jessica Sampson,22/10/2022,294
6530,Colleen Williams,12/10/2022,949
6531,Andrea Jones,11/08/2022,304
6532,Michael Williams,29/01/2022,316
6533,Jessica Sampson,28/05/2022,668
6534,Andrea Brown,15/09/2022,74
6535,Daniel Jones,18/09/2022,395
6536,Andrea Smith,16/03/2022,50
6537,Daniel Rodriguez,13/03/2022,498
6538,Gregory Brown,17/05/2022,985
6539,Colleen Simpson,15/10/2022,611
6540,Susan Rodriguez,06/05/2022,241
6541,Daniel Jones,29/11/2022,900
6542,Andrea Sampson,20/10/2022,118
6543,Andrea Bishop,18/04/2022,369
6544,Colleen Jones,21/11/2022,41
6545,Michael Allen,12/08/2022,11
6546,Michael Bishop,13/03/2022,792
6547,Susan Smith,19/12/2022,940
6548,Jessica Bishop,03/03/2022,912
6549,Anthony Sampson,16/11/2022,948
6550,Jordan Allen,09/06/2022,865
6551,Jessica Brown,04/08/2022,893
6552,Susan Johnson,05/10/2022,225
6553,Sarah Brown,28/09/2022,764
6554,Sarah Rodriguez,05/07/2022,610
6555,Anthony Bishop,02/05/2022,435
6556,Michael Johnson,13/11/2022,763
6557,Colleen Williams,22/09/2022,957
6558,Daniel Bishop,01/05/2022,671
6559,Michael Jones,06/04/2022,285
6560,Jordan Smith,07/03/2022,183
6561,Andrea Johnson,08/03/2022,90
6562,Susan Bishop,24/06/2022,308
6563,Andrea Williams,01/01/2022,631
6564,Colleen Allen,13/11/2022,1000
6565,Anthony Brown,10/06/2022,458
6566,Gregory Johnson,11/06/2022,133
6567,Anthony Jones,29/03/2022,568
6568,Colleen Rodriguez,18/06/2022,42
6569,Michael Bishop,09/11/2022,882
6570,Gregory Sampson,23/02/2022,83
6571,Michael Brown,18/12/2022,234
6572,Daniel Allen,14/09/2022,434
6573,Sarah Allen,17/01/2022,830
6574,Susan Simpson,04/03/2022,31
6575,Anthony Jones,13/11/2022,154
6576,Colleen Jones,30/12/2022,73
6577,Anthony Allen,27/02/2022,285
6578,Jessica Smith,07/04/2022,644
6579,Sarah Brown,16/05/2022,417
6580,Gregory Bishop,11/04/2022,893
6581,Andrea Allen,18/12/2022,290
6582,Susan Smith,20/07/2022,443
6583,Jordan Smith,28/12/2022,916
6584,Susan Johnson,06/01/2022,39
6585,Daniel Allen,05/04/2022,686
6586,Sarah Williams,05/01/2022,654
6587,Colleen Allen,10/10/2022,321
6588,Michael Bishop,01/01/2022,622
6589,Andrea Rodriguez,02/12/2022,446
6590,Michael Williams,10/12/2022,930
6591,Jessica Brown,21/12/2022,681
6592,Sarah Brown,30/01/2022,162
6593,Sarah Johnson,19/10/2022,965
6594,Michael Rodriguez,15/04/2022,578
6595,Susan Williams,15/06/2022,836
6596,Andrea Sampson,02/06/2022,658
6597,Sarah Johnson,19/02/2022,49
6598,Jordan Johnson,05/12/2022,8
6599,Andrea Sampson,03/08/2022,433
6600,Daniel Simpson,12/11/2022,119
6601,Jordan Simpson,22/08/2022,243
6602,Daniel Smith,01/10/2022,535
6603,Michael Brown,25/04/2022,482
6604,Michael Bishop,19/02/2022,60
6605,Gregory Jones,04/12/2022,619
6606,Daniel Johnson,14/11/2022,763
6607,Sarah Smith,21/05/2022,465
6608,Daniel Smith,27/09/2022,551
6609,Daniel Simpson,20/09/2022,629
6610,Jessica Simpson,14/04/2022,768
6611,Jordan Sampson,09/05/2022,96
6612,Daniel Jones,09/02/2022,949
6613,Sarah Allen,06/03/2022,201
6614,Sarah Rodriguez,07/08/2022,512
6615,Jordan Rodriguez,26/09/2022,53
6616,Michael Bishop,21/09/2022,451
6617,Andrea Rodriguez,31/08/2022,174
6618,Gregory Johnson,21/01/2022,736
6619,Andrea Rodriguez,19/02/2022,664
6620,Michael Bishop,18/12/2022,317
6621,Jessica Smith,24/04/2022,302
6622,Daniel Rodriguez,05/10/2022,264
6623,Colleen Smith,01/08/2022,592
6624,Gregory Williams,20/02/2022,519
6625,Colleen Simpson,10/04/2022,911
6626,Gregory Rodriguez,25/06/2022,26
6627,Gregory Smith,14/05/2022,938
6628,Susan Simpson,07/12/2022,631
6629,Susan Bishop,24/09/2022,576
6630,Anthony Smith,02/08/2022,587
6631,Colleen Smith,17/02/2022,981
6632,Susan Allen,27/11/2022,345
6633,Colleen Johnson,07/10/2022,867
6634,Gregory Bishop,27/07/2022,950
6635,Jordan Simpson,14/11/2022,214
6636,Gregory Johnson,11/03/2022,820
6637,Gregory Williams,16/12/2022,239
6638,Jordan Simpson,01/11/2022,995
6639,Michael Brown,06/02/2022,931
6640,Anthony Johnson,10/03/2022,626
6641,Susan Rodriguez,06/02/2022,568
6642,Anthony Williams,30/09/2022,613
6643,Daniel Johnson,01/06/2022,676
6644,Anthony Brown,20/11/2022,640
6645,Gregory Jones,25/01/2022,61
6646,Daniel Brown,12/04/2022,694
6647,Michael Smith,27/02/2022,189
6648,Anthony Brown,30/01/2022,453
6649,Andrea Rodriguez,04/06/2022,146
6650,Jordan Brown,16/08/2022,354
6651,Anthony Brown,09/06/2022,586
6652,Jordan Rodriguez,06/06/2022,132
6653,Sarah Williams,07/11/2022,308
6654,Sarah Bishop,17/11/2022,742
6655,Sarah Simpson,13/04/2022,308
6656,Gregory Brown,12/05/2022,99
6657,Anthony Simpson,11/09/2022,414
6658,Andrea Smith,10/04/2022,478
6659,Jordan Allen,16/06/2022,753
6660,Andrea Allen,08/02/2022,811
6661,Daniel Brown,09/12/2022,7
6662,Daniel Rodriguez,04/09/2022,4
6663,Colleen Williams,21/05/2022,174
6664,Michael Brown,19/09/2022,443
6665,Gregory Johnson,14/01/2022,389
6666,Anthony Bishop,07/07/2022,230
6667,Andrea Bishop,13/03/2022,958
6668,Michael Simpson,16/07/2022,40
6669,Michael Bishop,25/05/2022,562
6670,Gregory Williams,19/03/2022,424
6671,Susan Williams,19/11/2022,802
6672,Jessica Johnson,24/02/2022,489
6673,Daniel Johnson,29/08/2022,461
6674,Michael Smith,02/11/2022,413
6675,Sarah Williams,30/03/2022,127
6676,Colleen Smith,09/06/2022,205
6677,Jordan Johnson,27/06/2022,996
6678,Susan Smith,29/11/2022,367
6679,Michael Allen,25/04/2022,125
6680,Anthony Smith,02/01/2022,345
6681,Jordan Johnson,21/05/2022,976
6682,Andrea Williams,28/08/2022,227
6683,Gregory Smith,15/04/2022,206
6684,Daniel Sampson,03/05/2022,752
6685,Gregory Jones,23/03/2022,894
6686,Anthony Rodriguez,17/02/2022,9
6687,Anthony Simpson,14/05/2022,683
6688,Daniel Jones,26/09/2022,469
6689,Jordan Johnson,13/11/2022,668
6690,Sarah Jones,20/09/2022,23
6691,Andrea Rodriguez,05/03/2022,873
6692,Colleen Bishop,19/06/2022,314
6693,Susan Smith,07/09/2022,223
6694,Andrea Allen,08/06/2022,766
6695,Daniel Bishop,19/10/2022,776
6696,Colleen Johnson,20/02/2022,810
6697,Daniel Smith,22/11/2022,446
6698,Daniel Sampson,27/04/2022,197
6699,Susan Johnson,11/12/2022,202
6700,Michael Brown,21/06/2022,828
6701,Andrea Jones,10/11/2022,157
6702,Jordan Brown,12/08/2022,580
6703,Susan Williams,21/04/2022,860
6704,Colleen Smith,03/12/2022,330
6705,Colleen Smith,30/08/2022,855
6706,Sarah Sampson,24/12/2022,896
6707,Gregory Allen,24/05/2022,168
6708,Jordan Johnson,10/01/2022,723
6709,Michael Rodriguez,26/07/2022,359
6710,Jessica Williams,19/07/2022,49
6711,Daniel Rodriguez,22/06/2022,976
6712,Andrea Johnson,18/09/2022,799
6713,Andrea Bishop,22/10/2022,273
6714,Susan Jones,06/03/2022,428
6715,Sarah Smith,09/08/2022,583
6716,Jessica Jones,03/05/2022,433
6717,Daniel Rodriguez,18/09/2022,780
6718,Colleen Smith,01/11/2022,42
6719,Gregory Johnson,19/03/2022,157
6720,Sarah Bishop,22/04/2022,651
6721,Andrea Johnson,31/08/2022,996
6722,Anthony Simpson,03/05/2022,14
6723,Anthony Bishop,09/07/2022,860
6724,Jordan Allen,05/10/2022,351
6725,Gregory Rodriguez,19/06/2022,829
6726,Jessica Rodriguez,28/04/2022,865
6727,Susan Smith,04/02/2022,540
6728,Jessica Simpson,07/08/2022,140
6729,Colleen Simpson,06/02/2022,417
6730,Gregory Simpson,04/08/2022,990
6731,Anthony Brown,06/06/2022,85
6732,Jordan Smith,22/09/2022,531
6733,Colleen Simpson,17/11/2022,353
6734,Jessica Simpson,21/05/2022,733
6735,Susan Williams,19/04/2022,85
6736,Andrea Williams,11/12/2022,182
6737,Jordan Johnson,02/02/2022,841
6738,Jessica Bishop,27/10/2022,424
6739,Colleen Williams,11/06/2022,863
6740,Jessica Rodriguez,06/04/2022,875
6741,Sarah Johnson,25/12/2022,798
6742,Andrea Sampson,02/05/2022,141
6743,Gregory Johnson,18/08/2022,750
6744,Anthony Bishop,02/03/2022,678
6745,Gregory Bishop,11/11/2022,769
